Name,Symbol,Sector,Industry,Market Cap,Current Price,Volume,Investor Website,Enterprise Value,Trailing EPS,Forward EPS,Dividend Yield,Price to Book,Enterprise to EBITDA,Return on Assets,Return on Equity 
American Resources Corporation,AREC,Basic Materials,Coking Coal,102934000,1.3,210186,https://www.americanresourcescorp.com,158099408,-0.15,-0.06,N/A,433.3333,-8.974,-0.16844,-45.05088
"The Arena Group Holdings, Inc.",AREN,Communication Services,Internet Content & Information,23597720,0.7977,43934,https://www.thearenagroup.net,138080864,-2.49,-1.23,N/A,N/A,-10.424,-0.1247,N/A
Ares Management Corporation,ARES,Financial Services,Asset Management,45108924416,145.6,871680,https://www.aresmgmt.com,45403766784,2.26,6.06,0.0255,16.026419,37.671,0.026500002,0.24054001
Argo Group International Holdin,ARGD,N/A,N/A,N/A,N/A,1916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
argenx SE,ARGX,Healthcare,Biotechnology,22320226304,365.81,109975,https://www.argenx.com,18533505024,-5.67,3.37,N/A,5.284668,-60.928,N/A,N/A
"Arhaus, Inc.",ARHS,Consumer Cyclical,Home Improvement Retail,2294836992,16.35,726913,https://www.arhaus.com,2542560512,0.76,0.89,N/A,8.034398,15.121,0.07985,0.40034
Apollo Commercial Real Estate F,ARI,Real Estate,REIT - Mortgage,1489857664,10.48,860912,https://www.apollocref.com,8294045696,-0.79,1.2,0.1336,0.72737366,N/A,-0.01018,-0.043369997
"Aris Water Solutions, Inc.",ARIS,Utilities,Utilities - Regulated Water,965477440,16.62,266343,https://www.ariswater.com,1298963328,0.71,1.38,0.0253,1.5302459,7.533,0.04404,0.07711
ARKO Corp.,ARKO,Consumer Cyclical,Specialty Retail,660898240,5.71,290884,https://www.arkocorp.com,3125057792,0.25,0.24,0.021,2.529907,12.346,0.020750001,0.09915
ARKO Corp.,ARKOW,Consumer Cyclical,Specialty Retail,N/A,0.4099,50333,https://www.arkocorp.com,N/A,0.546,N/A,N/A,0.18161276,N/A,0.020750001,0.09915
Ark Restaurants Corp.,ARKR,Consumer Cyclical,Restaurants,52549376,14.5802,778,https://arkrestaurants.com,N/A,-2.01,N/A,0.0514,1.044951,N/A,N/A,N/A
"American Realty Investors, Inc.",ARL,Real Estate,Real Estate - Development,223220640,13.82,3659,https://americanrealtyinvest.com,551595264,0.18,N/A,N/A,0.36179903,97.87,-0.0049,0.00408
"Arlo Technologies, Inc.",ARLO,Industrials,Building Products & Equipment,1162169344,11.91,1111748,https://www.arlo.com,1039442624,-0.18,0.53,N/A,11.585603,-63.903,-0.047270004,-0.18728
"Alliance Resource Partners, L.P",ARLP,Energy,Thermal Coal,2922374912,22.82,240376,https://www.arlp.com,3256766464,4.57,3.76,0.122700006,1.539915,3.671,0.13453001,0.33240002
Arm Holdings plc,ARM,Technology,Semiconductors,114800410624,110.35,7425343,https://www.arm.com,112098467840,0.29,1.99,N/A,21.679764,410.617,0.009380001,0.06548
Aramark,ARMK,Industrials,Specialty Business Services,8760263680,33.31,2001532,https://www.aramark.com,14488061952,2.68,1.96,0.0114,3.0290082,8.84,0.04835,0.23085
Aris Mining Corporation,ARMN,Basic Materials,Gold,644794880,4.22,633318,https://www.aris-mining.com,814140544,0.12,N/A,N/A,0.9201918,5.592,0.05287,0.0297
"Armata Pharmaceuticals, Inc.",ARMP,Healthcare,Biotechnology,93640408,2.59,23077,https://www.armatapharma.com,119447696,-2.2,-1.3,N/A,N/A,-3.085,-0.21697001,N/A
"Archrock, Inc.",AROC,Energy,Oil & Gas Equipment & Services,3219491584,20.6,1070617,https://www.archrock.com,4797276160,0.83,1.26,0.032,3.6498938,10.458,0.06858,0.14874
Arrow Financial Corporation,AROW,Financial Services,Banks - Regional,416951552,24.97,29188,https://www.arrowfinancial.com,272243584,1.72,2.6,0.0433,1.1038903,N/A,0.00691,0.0787
"Arq, Inc.",ARQ,Industrials,Pollution & Treatment Controls,249144416,7.35,116971,https://www.arq.com,234579456,N/A,0.25,N/A,N/A,52.905,-0.01533,-0.04593
Arqit Quantum Inc.,ARQQ,Technology,Software - Infrastructure,73314256,0.4368,3322476,https://arqit.uk,35613372,-0.56,-0.31,N/A,1.0705882,-0.476,-0.42286,-1.01796
Arqit Quantum Inc. Warrants,ARQQW,Technology,Software - Infrastructure,N/A,0.18,7042,https://arqit.uk,N/A,-0.473,N/A,N/A,0.3214286,N/A,-0.42286,-1.01796
"Arcutis Biotherapeutics, Inc.",ARQT,Healthcare,Biotechnology,1065028800,9.2,3448649,https://www.arcutis.com,867904320,-2.79,-1.27,N/A,4.7252183,-4.452,-0.28621998,-1.19242
"ARMOUR Residential REIT, Inc.",ARR,Real Estate,REIT - Mortgage,936034624,19.2,529495,https://www.armourreit.com,-2493468416,-0.67,4.07,0.15,0.7505571,N/A,-0.0017299999,-0.01791
"Array Technologies, Inc.",ARRY,Technology,Solar,1663388160,10.96,5752992,https://arraytechinc.com,2439995904,0.38,1.34,N/A,7.191601,11.538,0.06279,0.19683
"Artelo Biosciences, Inc.",ARTL,Healthcare,Biotechnology,4583334,1.42,25449,https://www.artelobio.com,-6105640,-3.14,-0.97,N/A,0.385346,N/A,-0.37089002,-0.59631
"Artelo Biosciences, Inc.",ARTLW,Healthcare,Biotechnology,36172,0.0155,1000,https://www.artelobio.com,N/A,-1.429,N/A,N/A,N/A,N/A,-0.37089002,-0.59631
Artesian Resources Corporation,ARTNA,Utilities,Utilities - Regulated Water,412418336,40.48,26266,https://www.artesianwater.com,587974656,1.71,2.1,0.0292,1.7952015,13.549,0.02483,0.08266
"Art's-Way Manufacturing Co., In",ARTW,Industrials,Farm & Heavy Construction Machinery,9578917,1.89,1266,https://www.artsway-mfg.com,18146618,N/A,N/A,N/A,0.85481685,12.791,0.015240001,-0.00103
"Arvinas, Inc.",ARVN,Healthcare,Biotechnology,2236354560,32.68,523027,https://www.arvinas.com,1069654208,-6.05,-4.63,N/A,3.6608043,-2.727,-0.20783001,-0.63318
"Arrow Electronics, Inc.",ARW,Technology,Electronics & Computer Distribution,7001328640,131.53,432753,https://www.arrow.com,10406652928,12.77,14.77,N/A,1.2284945,6.636,0.042919997,0.12615
"Arrowhead Pharmaceuticals, Inc.",ARWR,Healthcare,Biotechnology,3076434176,24.77,689597,https://arrowheadpharma.com,2966991616,-4.23,-2.83,N/A,6.3561716,-6.48,-0.32073003,-0.99429
ARYA Sciences Acquisition Corp ,ARYD,Financial Services,Shell Companies,85916328,11.4,2974,https://www.perceptivelife.com/arya4,92526384,-0.22,N/A,N/A,N/A,N/A,-0.030869998,N/A
"Amer Sports, Inc.",AS,Consumer Cyclical,Leisure,8159787008,16.15,1423333,https://www.amersports.com,14340980736,N/A,0.67,N/A,N/A,32.757,0.02338,N/A
ASA  Gold and Precious Metals L,ASA,Financial Services,Asset Management,369594496,19.16,41289,https://www.asaltd.com,364775616,0.5,N/A,0.0021,1.1035595,N/A,-0.00204,0.02945
Sendas Distribuidora S A,ASAI,Consumer Defensive,Grocery Stores,3620214272,13.39,105305,https://www.assai.com.br,38681047040,0.5,1.03,0.0068,3.8532376,8.904,0.05235,0.16087
"Asana, Inc.",ASAN,Technology,Software - Application,3594999552,15.78,792604,https://asana.com,3305880576,-1.17,-0.02,N/A,10.867768,-13.056,-0.1728,-0.75268
Associated Banc-Corp,ASB,Financial Services,Banks - Regional,3357581312,22.27,871003,https://www.associatedbank.com,5274918912,0.99,2.37,0.0395,0.8305053,N/A,0.00393,0.03877
N/A,ASBA,N/A,N/A,N/A,N/A,53641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ardmore Shipping Corporation,ASC,Industrials,Marine Shipping,933064960,22.36,865030,https://ardmoreshipping.com,989140608,2.59,2.69,0.0555,1.6352202,6.574,0.108500004,0.19703
A SPAC II Acquisition Corp.,ASCB,Financial Services,Shell Companies,81281896,11.14,125636,N/A,80474872,0.45,N/A,N/A,N/A,N/A,-0.00458,N/A
A SPAC II Acquisition Corp.,ASCBR,N/A,N/A,N/A,0.0741,7553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.00458,N/A
A SPAC II Acquisition Corp. War,ASCBW,Financial Services,Shell Companies,N/A,0.027,5200,N/A,N/A,N/A,N/A,N/A,6.75,N/A,-0.00458,N/A
"Liberty All-Star Growth Fund, I",ASG,Financial Services,Asset Management,312082016,5.27,158805,https://www.all-starfunds.com/fundfacts-asg.php,N/A,0.95,N/A,0.0911,0.9166812,N/A,-0.00298,0.17525999
abrdn Global Infrastructure Inc,ASGI,N/A,N/A,477665088,18.95,75531,N/A,N/A,-0.66,N/A,0.093,N/A,N/A,N/A,N/A
ASGN Incorporated,ASGN,Technology,Information Technology Services,4641408000,101.12,207268,https://www.asgn.com,5591607808,4.32,6.01,N/A,2.509804,12.406,0.06252,0.10986
Ashland Inc.,ASH,Basic Materials,Specialty Chemicals,5015747584,100.06,286499,https://www.ashland.com,6026752000,3.62,5.7,0.0162,1.6004223,18.098,0.0051499996,0.05718
AdvanSix Inc.,ASIX,Basic Materials,Chemicals,666449664,24.85,65194,https://www.advansix.com,977796736,0.08,4.16,0.025799999,0.934351,12.568,0.00151,0.0030899998
AerSale Corporation,ASLE,Industrials,Airports & Air Services,410289632,7.74,203444,https://www.aersale.com,491980864,-0.03,0.87,N/A,0.9077049,89.532,-0.0059399996,0.00158
ASLAN Pharmaceuticals Limited,ASLN,Healthcare,Biotechnology,10039511,0.4437,176750,https://aslanpharma.com,243041488,-2.75,-2.35,N/A,N/A,-5.561,-0.63708,N/A
Avino Silver & Gold Mines Ltd.,ASM,Basic Materials,Other Precious Metals & Mining,135538624,1.02,4287560,https://www.avino.com,94811824,N/A,0.07,N/A,1.237864,29.057,0.00148,0.0053100004
"Assembly Biosciences, Inc.",ASMB,Healthcare,Biotechnology,80108392,14.53,5594,https://www.assemblybio.com,-57451636,-13.38,-9.6,N/A,1.9383671,0.895,-0.33865002,-0.98946
ASML Holding N.V. - New York Re,ASML,Technology,Semiconductor Equipment & Materials,369131454464,924.97,703663,https://www.asml.com,363089100800,19.7,32.41,0.0072000003,26.379477,40.663,0.13864,0.60279
Ascendis Pharma A/S,ASND,Healthcare,Biotechnology,6917623808,121.12,640830,https://ascendispharma.com,7294121472,-9.65,-0.05,N/A,N/A,-20.575,-0.25511998,N/A
"Actelis Networks, Inc.",ASNS,Technology,Communication Equipment,1573560,0.521,25636,https://actelis.com,6239167,-2.61,N/A,N/A,6.8552637,-0.85,-0.35342,-3.5981698
"Academy Sports and Outdoors, In",ASO,Consumer Cyclical,Specialty Retail,3963314432,53.71,1123861,https://www.academy.com,5345085440,6.7,7.62,0.0082,2.042982,6.776,0.09137999,0.28981
ASP Isotopes Inc.,ASPI,Basic Materials,Chemicals,233967856,4.52,1731666,https://aspisotopes.com,222370128,-0.53,N/A,N/A,20.925926,N/A,-0.3778,-1.5753701
"Aspen Aerogels, Inc.",ASPN,Industrials,Building Products & Equipment,2032742528,26.69,867770,https://www.aerogel.com,2077462656,-0.44,0.66,N/A,4.1334987,-600.944,-0.02072,-0.06679
Altisource Portfolio Solutions ,ASPS,Real Estate,Real Estate Services,48797056,1.81,35963,https://www.altisource.com,242215024,-2.14,-0.31,N/A,N/A,-36.895,-0.05256,N/A
Grupo Aeroportuario del Sureste,ASR,Industrials,Airports & Air Services,10678091776,353.33,15483,https://www.asur.com.mx,107592073216,21.52,22.4,0.016,2.2204835,6.011,0.13743,0.21465
"Assertio Holdings, Inc.",ASRT,Healthcare,Drug Manufacturers - Specialty & Generic,101783328,1.07,548024,https://www.assertiotx.com,61808328,-4.65,N/A,N/A,0.7567186,1.768,0.01349,-1.7289901
AmeriServ Financial Inc.,ASRV,Financial Services,Banks - Regional,48012440,2.8,6316,https://www.ameriserv.com,N/A,-0.18,N/A,0.0429,0.46196997,N/A,-0.00217,-0.028180001
Asset Entities Inc.,ASST,Communication Services,Internet Content & Information,5469221,0.3635,50445,https://www.assetentities.com,3599435,-0.36,N/A,N/A,2.8178296,N/A,-0.80408996,-1.3653901
Astrotech Corporation,ASTC,Industrials,Aerospace & Defense,16013279,9.41,9141,https://www.astrotechcorp.com,-22071278,-6.28,-0.68,N/A,0.38109508,1.942,-0.15777001,-0.23033
"Astec Industries, Inc.",ASTE,Industrials,Farm & Heavy Construction Machinery,762409920,33.49,117014,https://www.astecindustries.com,833410816,1.09,2.74,0.0155,1.1723728,8.284,0.043870002,0.03872
Astrana Health Inc.,ASTH,Healthcare,Medical Care Facilities,1858545152,40.9,163902,https://www.astranahealth.com,1894931200,N/A,1.67,N/A,N/A,17.082,0.05189,0.122279994
"Ascent Solar Technologies, Inc",ASTI,Technology,Solar,3817349,0.1242,20215337,https://ascentsolar.com,2485232,-34.19,N/A,N/A,N/A,-0.203,-0.61859,-11.1607
Algoma Steel Group Inc.,ASTL,Basic Materials,Steel,829049856,7.95,342141,https://algoma.com,888406016,0.47,1.44,0.0252,0.5740901,3.429,0.03697,0.03903
Algoma Steel Group Inc. Warrant,ASTLW,Basic Materials,Steel,N/A,1.19,5701,https://algoma.com,N/A,-0.62,N/A,N/A,0.6474429,N/A,0.03697,0.03903
"Astra Space, Inc.",ASTR,Industrials,Aerospace & Defense,15466191,0.681,184005,https://astra.com,80548216,-9.28,-3.75,N/A,N/A,-0.579,-0.72077006,-51.92141
"AST SpaceMobile, Inc.",ASTS,Technology,Communication Equipment,1215929984,4.54,35803218,https://ast-science.com,719239744,-1.0,-0.54,N/A,3.8119228,-4.475,-0.3233,-0.72088
"AST SpaceMobile, Inc.",ASTSW,Technology,Communication Equipment,N/A,0.9,507875,https://ast-science.com,N/A,N/A,N/A,N/A,N/A,N/A,-0.3233,-0.72088
Asure Software Inc,ASUR,Technology,Software - Application,192823856,7.47,99677,https://www.asuresoftware.com,180727616,-0.45,0.91,N/A,0.9730363,13.093,-0.0074400003,-0.05685
"ASE Technology Holding Co., Ltd",ASX,Technology,Semiconductors,22721097728,10.52,3196489,https://www.aseglobal.com,165615288320,0.5,0.83,0.0543,0.15617578,1.733,0.036989998,0.111049995
"Asensus Surgical, Inc.",ASXC,Healthcare,Medical Devices,70806320,0.26,1511878,https://www.asensus.com,68273232,-0.3,-0.19,N/A,5.4166665,-0.971,-0.6739,-1.69746
"Amtech Systems, Inc.",ASYS,Technology,Semiconductor Equipment & Materials,75448728,5.31,7318,https://www.amtechsystems.com,76885704,-1.51,0.2,N/A,0.9327244,-18.146,-0.041750003,-0.23655
ATAI Life Sciences N.V.,ATAI,Healthcare,Biotechnology,286264256,1.71,2351630,https://www.atai.life,183993104,-0.25,-0.72,N/A,1.1688311,-1.509,-0.25518999,-0.17211
Atour Lifestyle Holdings Limite,ATAT,Consumer Cyclical,Lodging,2556515328,18.58,458422,https://ir.yaduo.com,6017546752,0.74,1.46,0.0081,1.2361943,5.971,0.10177,0.45516
"AtlasClear Holdings, Inc.",ATCH,Technology,Software - Infrastructure,13700720,1.1,10417,https://www.atlasclear.com,13178087,N/A,N/A,N/A,N/A,N/A,-0.01554,N/A
N/A,ATCO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Atlas Corp. - 7.125% Notes due ,ATCOL,N/A,N/A,N/A,24.2001,600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Alphatec Holdings, Inc.",ATEC,Healthcare,Medical Devices,1545718272,11.05,1323878,https://www.atecspine.com,1965980288,-1.48,-0.71,N/A,41.85606,-22.544,-0.13904999,-14.517651
Athena Technology Acquisition C,ATEK,Financial Services,Shell Companies,136093232,11.31,1512,https://www.athenaspac.com,136215984,0.08,N/A,N/A,N/A,N/A,-0.01603,N/A
"A10 Networks, Inc.",ATEN,Technology,Software - Infrastructure,1204685184,16.18,356241,https://www.a10networks.com,1038171456,0.61,0.88,0.0148,5.620007,21.047,0.0659,0.2288
"Aterian, Inc.",ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",22968120,3.0,69476,https://www.aterian.io,9475484,-11.4,-2.13,N/A,0.55514437,-0.291,-0.20878,-1.08077
Anterix Inc.,ATEX,Communication Services,Telecom Services,620787072,33.52,67501,https://www.anterix.com,564341504,0.83,-2.19,N/A,3.6105125,-10.772,-0.11529,0.09554
Adtalem Global Education Inc.,ATGE,Consumer Defensive,Education & Training Services,2454576128,65.27,258254,https://www.adtalem.com,3115110144,2.66,5.65,N/A,1.86603,9.464,0.0552,0.07817
Alpha Technology Group Limited,ATGL,Technology,Software - Infrastructure,59676376,3.91,6556,https://alphatechnologys.com,57780520,N/A,N/A,N/A,N/A,-13.22,-0.116289996,-0.92222
N/A,ATH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Athira Pharma, Inc.",ATHA,Healthcare,Biotechnology,96588320,2.52,180056,https://www.athira.com,-61132100,-3.09,-2.07,N/A,0.7387863,0.485,-0.3797,-0.64419997
Alterity Therapeutics Limited,ATHE,Healthcare,Biotechnology,17497620,2.0,15108,https://alteritytherapeutics.com,5592655872,-1.86,-0.09,N/A,333.33334,-435.827,-0.28944,-0.53718
Autohome Inc.,ATHM,Communication Services,Internet Content & Information,3617017088,29.28,464710,https://www.autohome.com.cn,-8145345024,2.12,2.42,0.0591,0.1455037,-5.904,0.0235,0.07525
Athene Holding Ltd. 7.250% Fixe,ATHS,N/A,N/A,N/A,N/A,52086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATI Inc.,ATI,Industrials,Metal Fabrication,7500059136,60.27,616834,https://www.atimaterials.com,9388383232,2.69,3.19,N/A,5.9355917,17.778,0.05604,0.3132
ATIF Holdings Limited,ATIF,Financial Services,Capital Markets,10141120,0.946,1171,https://ir.atifchina.com,9950207,-0.48,N/A,N/A,17.849056,-3.424,-0.34686002,-1.64009
"ATI Physical Therapy, Inc.",ATIP,Healthcare,Medical Care Facilities,21977660,4.9999,9179,https://www.atipt.com,996685632,-28.84,-11.61,N/A,N/A,158.054,-0.01387,-0.39931
Atkore Inc.,ATKR,Industrials,Electrical Equipment & Parts,5532335616,151.86,390928,https://www.atkore.com,6082720256,16.04,17.76,0.0084,3.5392,6.796,0.17025,0.42501998
Atlanticus Holdings Corporation,ATLC,Financial Services,Credit Services,357377120,24.16,23018,https://www.atlanticus.com,2131718912,4.25,5.93,N/A,0.8590527,N/A,0.039470002,0.19623
Atlanticus Holdings Corporation,ATLCL,N/A,N/A,N/A,N/A,2558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Atlanticus Holdings Corporation,ATLCP,Financial Services,Credit Services,N/A,22.8,4550,https://www.atlanticus.com,2111601664,7.609,N/A,0.0836,0.81069547,N/A,0.039470002,0.19623
Atlanticus Holdings Corporation,ATLCZ,N/A,N/A,N/A,N/A,14223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ames National Corporation,ATLO,Financial Services,Banks - Regional,188835568,21.0,8360,https://www.amesnational.com,212129504,1.1,N/A,0.0514,1.1407464,N/A,0.00453,0.061139997
Atlas Lithium Corporation,ATLX,Basic Materials,Other Precious Metals & Mining,231471056,15.81,63696,https://www.atlas-lithium.com,180939408,-4.11,4.16,N/A,22.682926,-4.256,-1.07836,-7.0344
AlphaTime Acquisition Corp,ATMC,Financial Services,Shell Companies,76157600,11.08,3048,N/A,76832504,0.22,N/A,N/A,1.4265481,N/A,N/A,0.055320002
AlphaTime Acquisition Corp,ATMCR,N/A,N/A,N/A,0.1387,2104,N/A,N/A,N/A,N/A,N/A,12.609091,N/A,N/A,0.055320002
AlphaTime Acquisition Corp,ATMCU,Financial Services,Shell Companies,N/A,11.41,320,N/A,79100736,N/A,N/A,N/A,1.4690356,N/A,N/A,0.055320002
AlphaTime Acquisition Corp Warr,ATMCW,Financial Services,Shell Companies,N/A,0.0238,3532,N/A,N/A,N/A,N/A,N/A,2.1636364,N/A,N/A,0.055320002
Atmus Filtration Technologies I,ATMU,Industrials,Pollution & Treatment Controls,2509012736,30.1,1715940,https://Atmus.com,2988913408,1.97,2.36,N/A,20.602327,11.322,0.15142,0.57924
AlphaVest Acquisition Corp,ATMV,Financial Services,Shell Companies,77209760,11.02,4002,https://www.alphavestacquisition.com,77346184,0.45,N/A,N/A,N/A,N/A,-0.0069199996,25.28447
AlphaVest Acquisition Corp,ATMVR,N/A,N/A,N/A,0.125,700,https://www.alphavestacquisition.com,N/A,N/A,N/A,N/A,10.416667,N/A,-0.0069199996,25.28447
AlphaVest Acquisition Corp,ATMVU,Financial Services,Shell Companies,N/A,11.07,7,https://www.alphavestacquisition.com,77696504,N/A,N/A,N/A,N/A,N/A,-0.0069199996,25.28447
180 Life Sciences Corp.,ATNF,Healthcare,Biotechnology,1448212,1.58,49415,https://180lifesciences.com,1600613,-52.59,-0.46,N/A,N/A,-0.15,-0.73282,-5.25192
180 Life Sciences Corp.,ATNFW,Healthcare,Biotechnology,N/A,0.0068,57544,https://180lifesciences.com,N/A,N/A,N/A,N/A,N/A,N/A,-0.73282,-5.25192
"ATN International, Inc.",ATNI,Communication Services,Telecom Services,399013056,26.05,115018,https://www.atni.com,1202784768,-1.31,0.54,0.0345,0.7479614,6.718,0.0101,-0.02671
"Actinium Pharmaceuticals, Inc. ",ATNM,Healthcare,Biotechnology,291878304,9.8,203401,https://www.actiniumpharma.com,209802816,-1.71,-0.59,N/A,6.5683646,-4.222,-0.32784998,-0.91923
Atmos Energy Corporation,ATO,Utilities,Utilities - Regulated Gas,17900046336,118.64,1697301,https://www.atmosenergy.com,24914642944,6.63,7.06,0.0271,1.5405991,12.95,0.03542,0.09161
Atomera Incorporated,ATOM,Technology,Semiconductor Equipment & Materials,119648928,4.45,125831,https://atomera.com,103629800,-0.78,-0.35,N/A,6.4963503,-5.36,-0.56979,-1.12152
"Atossa Therapeutics, Inc.",ATOS,Healthcare,Biotechnology,197438496,1.57,805576,https://www.atossatherapeutics.com,113479144,-0.24,-0.28,N/A,2.2986822,-3.633,-0.1885,-0.29838
Agape ATP Corporation,ATPC,Consumer Defensive,Packaged Foods,19626510,0.255,82886,https://www.agapeatpgroup.com,14204496,-0.03,N/A,N/A,4.4736843,-6.841,-0.31433,-0.71002
"AptarGroup, Inc.",ATR,Healthcare,Medical Instruments & Supplies,9785145344,147.67,169494,https://www.aptar.com,10775830528,4.67,5.8,0.0111,4.161946,14.869,0.06737,0.13919
